gene_name	gene_ensembl	gene_type	Chr	Start	End	Strand
RN7SL614P	ENSG00000243267.3	misc_RNA	chr1	10616836	10617115	+
CASZ1	ENSG00000130940.14	protein_coding	chr1	10636604	10796650	-
RP4-734G22.3	ENSG00000272078.1	antisense	chr1	10639241	10654333	+
RP11-340B24.3	ENSG00000225158.2	processed_pseudogene	chr1	10895761	10895998	+
C1orf127	ENSG00000175262.14	protein_coding	chr1	10946471	10982037	-
CFLP6	ENSG00000215785.2	processed_pseudogene	chr1	10990978	10991797	-
TARDBP	ENSG00000120948.16	protein_coding	chr1	11012344	11026420	+
RP4-635E18.9	ENSG00000277726.4	protein_coding	chr1	11012662	11030528	+
MASP2	ENSG00000009724.16	protein_coding	chr1	11026523	11047233	-
RP4-635E18.8	ENSG00000271895.2	antisense	chr1	11029659	11030528	+
SRM	ENSG00000116649.9	protein_coding	chr1	11054584	11060024	-
EXOSC10	ENSG00000171824.13	protein_coding	chr1	11066618	11099881	-
RP4-635E18.7	ENSG00000226849.1	antisense	chr1	11068471	11073097	+
RP4-635E18.6	ENSG00000230337.1	antisense	chr1	11099675	11102100	+
MTOR	ENSG00000198793.12	protein_coding	chr1	11106535	11262507	-
RP11-99P18.1	ENSG00000225602.5	antisense	chr1	11143898	11149537	+
RNU6-537P	ENSG00000253086.1	snRNA	chr1	11152350	11152452	+
ANGPTL7	ENSG00000171819.4	protein_coding	chr1	11189341	11195981	+
RNU6-291P	ENSG00000207451.1	snRNA	chr1	11226254	11226360	+
RP4-647M16.1	ENSG00000238173.1	processed_pseudogene	chr1	11232963	11233112	+
UBIAD1	ENSG00000120942.13	protein_coding	chr1	11273206	11296049	+
RP4-796F18.2	ENSG00000238199.1	processed_pseudogene	chr1	11278616	11279351	-
RP4-796F18.3	ENSG00000284646.1	lincRNA	chr1	11311734	11319093	-
RP11-149P14.1	ENSG00000224338.2	processed_pseudogene	chr1	11425257	11425821	-
DISP3	ENSG00000204624.7	protein_coding	chr1	11479166	11537584	+
RP1-69M21.2	ENSG00000235643.1	lincRNA	chr1	11609531	11613355	+
RP3-330O12.5	ENSG00000284708.1	antisense	chr1	11623558	11643416	+
FBXO2	ENSG00000116661.10	protein_coding	chr1	11637018	11655785	-
FBXO44	ENSG00000132879.13	protein_coding	chr1	11654375	11663327	+
FBXO6	ENSG00000116663.10	protein_coding	chr1	11664124	11674354	+
MAD2L2	ENSG00000116670.14	protein_coding	chr1	11674480	11691650	-
DRAXIN	ENSG00000162490.6	protein_coding	chr1	11691729	11725857	+
AGTRAP	ENSG00000177674.15	protein_coding	chr1	11736084	11754802	+
C1orf167	ENSG00000215910.7	protein_coding	chr1	11761787	11789585	+
RP11-56N19.5	ENSG00000177553.6	antisense	chr1	11777077	11779619	-
MTHFR	ENSG00000177000.11	protein_coding	chr1	11785723	11806920	-
CLCN6	ENSG00000011021.21	protein_coding	chr1	11806096	11843144	+
NPPA-AS1	ENSG00000242349.5	antisense	chr1	11841017	11848079	+
RF02156	ENSG00000276470.1	misc_RNA	chr1	11843812	11843984	+
RF02157	ENSG00000278852.1	misc_RNA	chr1	11845549	11845697	+
NPPA	ENSG00000175206.10	protein_coding	chr1	11845709	11848345	-
RF02158	ENSG00000275915.1	misc_RNA	chr1	11847442	11847549	+
NPPB	ENSG00000120937.8	protein_coding	chr1	11857464	11858931	-
RP5-934G17.6	ENSG00000224904.1	processed_pseudogene	chr1	11877770	11880406	+
RNU5E-1	ENSG00000199347.1	snRNA	chr1	11908152	11908271	+
RNU5E-4P	ENSG00000201801.1	snRNA	chr1	11909808	11909927	-
KIAA2013	ENSG00000116685.15	protein_coding	chr1	11919591	11926428	-
PLOD1	ENSG00000083444.16	protein_coding	chr1	11934205	11975538	+
MFN2	ENSG00000116688.16	protein_coding	chr1	11980181	12013514	+
RP5-1077B9.5	ENSG00000270914.1	processed_pseudogene	chr1	12017216	12017308	-
MIIP	ENSG00000116691.10	protein_coding	chr1	12019466	12032045	+
RF00019	ENSG00000202461.1	misc_RNA	chr1	12024012	12024124	-
MIR6729	ENSG00000276869.1	miRNA	chr1	12029158	12029222	+
RN7SL649P	ENSG00000243539.3	misc_RNA	chr1	12036740	12037014	-
TNFRSF8	ENSG00000120949.14	protein_coding	chr1	12063377	12144207	+
RNU6-777P	ENSG00000201135.1	snRNA	chr1	12077881	12077984	-
RP11-426M1.2	ENSG00000227875.2	processed_pseudogene	chr1	12080293	12080547	-
MIR7846	ENSG00000283789.1	miRNA	chr1	12166943	12167038	+
TNFRSF1B	ENSG00000028137.18	protein_coding	chr1	12167003	12209228	+
MIR4632	ENSG00000263676.1	miRNA	chr1	12191713	12191773	+
RP5-1118D24.2	ENSG00000225196.2	processed_pseudogene	chr1	12220794	12221109	-
RF00156	ENSG00000252969.1	snoRNA	chr1	12221148	12221271	-
VPS13D	ENSG00000048707.14	protein_coding	chr1	12230032	12512047	+
SNORA59A	ENSG00000239149.1	snoRNA	chr1	12507246	12507397	+
RP5-888M10.2	ENSG00000229484.1	lincRNA	chr1	12527724	12528420	+
DHRS3	ENSG00000162496.8	protein_coding	chr1	12567910	12617731	-
RNU6ATAC18P	ENSG00000221340.1	snRNA	chr1	12569972	12570072	-
MIR6730	ENSG00000276830.1	miRNA	chr1	12578957	12579023	-
RP11-474O21.5	ENSG00000272482.1	lincRNA	chr1	12618900	12619244	-
AADACL4	ENSG00000204518.2	protein_coding	chr1	12644547	12667086	+
RP11-474O21.2	ENSG00000226166.2	processed_pseudogene	chr1	12692909	12693020	+
AADACL3	ENSG00000188984.11	protein_coding	chr1	12716115	12728759	+
C1orf158	ENSG00000157330.9	protein_coding	chr1	12746215	12763699	+
PRAMEF12	ENSG00000116726.4	protein_coding	chr1	12774841	12777906	+
PRAMEF1	ENSG00000116721.9	protein_coding	chr1	12791397	12796628	+
RP5-845O24.8	ENSG00000228338.1	lincRNA	chr1	12822686	12823159	-
PRAMEF11	ENSG00000239810.3	protein_coding	chr1	12824605	12831410	-
RP5-845O24.3	ENSG00000231103.2	unprocessed_pseudogene	chr1	12838125	12841357	-
HNRNPCL1	ENSG00000179172.9	protein_coding	chr1	12847408	12848725	-
PRAMEF2	ENSG00000120952.4	protein_coding	chr1	12857086	12861909	+
PRAMEF4	ENSG00000243073.3	protein_coding	chr1	12879224	12886201	-
PRAMEF10	ENSG00000187545.5	protein_coding	chr1	12892896	12898270	-
PRAMEF7	ENSG00000204510.5	protein_coding	chr1	12916610	12920482	+
RNU6-1072P	ENSG00000207434.1	snRNA	chr1	12922554	12922660	+
RP11-450I1.2	ENSG00000234064.1	unprocessed_pseudogene	chr1	12926162	12928253	+
PRAMEF6	ENSG00000232423.6	protein_coding	chr1	12938472	12947580	-
CH17-409J4.2	ENSG00000274178.2	unprocessed_pseudogene	chr1	13029339	13032130	+
PRAMEF27	ENSG00000274764.5	protein_coding	chr1	13049476	13056491	-
HNRNPCL3	ENSG00000277058.2	protein_coding	chr1	13060869	13062229	+
PRAMEF25	ENSG00000229571.7	protein_coding	chr1	13068677	13077884	+
WI2-2994D6.1	ENSG00000277862.1	unprocessed_pseudogene	chr1	13095179	13097971	-
RP13-221M14.4	ENSG00000236179.1	unprocessed_pseudogene	chr1	13104403	13105689	-
HNRNPCL2	ENSG00000275774.2	protein_coding	chr1	13115496	13116854	-
RP13-221M14.3	ENSG00000229978.1	transcribed_unprocessed_pseudogene	chr1	13128818	13131615	+
RP13-221M14.2	ENSG00000233336.1	lincRNA	chr1	13146981	13147460	-
PRAMEF26	ENSG00000280267.4	protein_coding	chr1	13148905	13155961	-
HNRNPCL4	ENSG00000179412.10	protein_coding	chr1	13164586	13165467	-
PRAMEF9	ENSG00000204505.4	protein_coding	chr1	13172455	13179464	+
PRAMEF13	ENSG00000279169.2	protein_coding	chr1	13196330	13201409	-
PRAMEF18	ENSG00000279804.2	protein_coding	chr1	13222705	13226106	-
RP11-450I1.4	ENSG00000250894.1	unprocessed_pseudogene	chr1	13245863	13248652	+
PRAMEF5	ENSG00000270601.4	protein_coding	chr1	13254212	13263314	+
RP11-219C24.8	ENSG00000231219.1	unprocessed_pseudogene	chr1	13273539	13275627	-
RNU6-771P	ENSG00000207511.1	snRNA	chr1	13279125	13279231	-
PRAMEF8	ENSG00000182330.10	protein_coding	chr1	13281035	13285174	-
RP11-219C24.6	ENSG00000237700.2	protein_coding	chr1	13303539	13308907	+
PRAMEF15	ENSG00000204501.7	protein_coding	chr1	13315581	13322598	+
RP11-219C24.10	ENSG00000228229.2	lincRNA	chr1	13324039	13324518	+
PRAMEF14	ENSG00000204481.7	protein_coding	chr1	13342034	13347134	-
PRAMEF19	ENSG00000204480.7	protein_coding	chr1	13369067	13371693	-
PRAMEF17	ENSG00000204479.4	protein_coding	chr1	13389632	13392629	+
PRAMEF20	ENSG00000204478.9	protein_coding	chr1	13410450	13421328	+
LRRC38	ENSG00000162494.5	protein_coding	chr1	13474977	13514048	-
RP4-597A16.2	ENSG00000259961.1	antisense	chr1	13513220	13516270	+
RP4-597A16.3	ENSG00000215909.3	processed_pseudogene	chr1	13555001	13555694	+
PDPN	ENSG00000162493.16	protein_coding	chr1	13583465	13617957	+
RNA5SP41	ENSG00000222952.1	rRNA	chr1	13623184	13623284	-
CTA-520D8.2	ENSG00000237445.2	lincRNA	chr1	13657311	13659910	-
RF00564	ENSG00000253085.1	scaRNA	chr1	13696070	13696199	-
PRDM2	ENSG00000116731.22	protein_coding	chr1	13700198	13825079	+
KAZN	ENSG00000189337.16	protein_coding	chr1	13892792	15118043	+
RNU6-1265P	ENSG00000252151.1	snRNA	chr1	14124233	14124335	-
RP11-344F13.1	ENSG00000231606.1	lincRNA	chr1	14221891	14223118	-
RP4-704D23.1	ENSG00000234593.2	lincRNA	chr1	14348955	14391575	-
RP3-410I8.1	ENSG00000235829.1	processed_pseudogene	chr1	14692129	14692613	-
TMEM51-AS1	ENSG00000175147.11	antisense	chr1	15111815	15152464	-
TMEM51	ENSG00000171729.13	protein_coding	chr1	15152532	15220480	+
C1orf195	ENSG00000204464.7	lincRNA	chr1	15164344	15171317	-
RP1-21O18.3	ENSG00000215720.4	processed_pseudogene	chr1	15191828	15192845	-
RP5-903E17.2	ENSG00000278480.1	processed_pseudogene	chr1	15226373	15227549	+
FHAD1	ENSG00000142621.19	protein_coding	chr1	15247272	15400283	+
RP3-467K16.2	ENSG00000233485.1	antisense	chr1	15326680	15343876	-
RP3-467K16.7	ENSG00000236045.1	antisense	chr1	15334166	15335464	-
RP3-467K16.4	ENSG00000228140.1	lincRNA	chr1	15402979	15409433	-
EFHD2	ENSG00000142634.12	protein_coding	chr1	15409895	15430343	+
CTRC	ENSG00000162438.11	protein_coding	chr1	15438439	15449242	+
CELA2A	ENSG00000142615.7	protein_coding	chr1	15456728	15472091	+
CELA2B	ENSG00000215704.9	protein_coding	chr1	15465909	15491400	+
CASP9	ENSG00000132906.17	protein_coding	chr1	15490832	15526534	-
DNAJC16	ENSG00000116138.12	protein_coding	chr1	15526813	15592379	+
SCARNA21B	ENSG00000251866.1	scaRNA	chr1	15542165	15542304	+
RP4-680D5.8	ENSG00000272510.1	antisense	chr1	15565611	15565956	-
AGMAT	ENSG00000116771.5	protein_coding	chr1	15572353	15585110	-
RP4-680D5.2	ENSG00000237301.1	antisense	chr1	15586136	15603626	-
RP4-680D5.3	ENSG00000235084.3	processed_pseudogene	chr1	15604597	15605043	+
RNU7-179P	ENSG00000252417.1	snRNA	chr1	15608078	15608145	-
RP4-680D5.4	ENSG00000236500.1	processed_pseudogene	chr1	15614643	15614867	-
DDI2	ENSG00000197312.11	protein_coding	chr1	15617500	15669044	+
RSC1A1	ENSG00000215695.1	protein_coding	chr1	15659869	15661722	+
RP4-680D5.9	ENSG00000271742.1	lincRNA	chr1	15682873	15683128	-
PLEKHM2	ENSG00000116786.12	protein_coding	chr1	15684332	15734769	+
RP11-288I21.1	ENSG00000237938.5	antisense	chr1	15720312	15736896	-
SLC25A34	ENSG00000162461.7	protein_coding	chr1	15736405	15741396	+
RP11-169K16.4	ENSG00000224459.1	antisense	chr1	15740051	15749896	-
TMEM82	ENSG00000162460.6	protein_coding	chr1	15742422	15747982	+
FBLIM1	ENSG00000162458.12	protein_coding	chr1	15756607	15786594	+
RP11-169K16.6	ENSG00000224321.1	processed_pseudogene	chr1	15792796	15793285	+
UQCRHL	ENSG00000233954.6	protein_coding	chr1	15807169	15809348	-
RP11-169K16.8	ENSG00000178715.8	processed_pseudogene	chr1	15828232	15828669	+
RP11-169K16.9	ENSG00000179743.4	antisense	chr1	15834474	15848147	-
SPEN	ENSG00000065526.10	protein_coding	chr1	15847864	15940460	+
RP1-134O19.3	ENSG00000270620.1	unprocessed_pseudogene	chr1	15917698	15917908	-
ZBTB17	ENSG00000116809.11	protein_coding	chr1	15941869	15976132	-
RP11-5P18.1	ENSG00000234607.2	processed_pseudogene	chr1	15969632	15970194	+
RP11-5P18.3	ENSG00000231353.1	unprocessed_pseudogene	chr1	15988182	15988441	+
RP11-5P18.11	ENSG00000275503.1	processed_pseudogene	chr1	15989140	15989375	-
RP11-5P18.2	ENSG00000224966.4	unprocessed_pseudogene	chr1	15989871	15994751	+
C1orf64	ENSG00000183888.4	protein_coding	chr1	16004236	16008807	+
RP11-5P18.5	ENSG00000233078.1	antisense	chr1	16006160	16006671	-
HSPB7	ENSG00000173641.17	protein_coding	chr1	16014028	16019594	-
CLCNKA	ENSG00000186510.11	protein_coding	chr1	16018875	16034050	+
RP11-5P18.10	ENSG00000232456.1	unprocessed_pseudogene	chr1	16035178	16040029	-
CLCNKB	ENSG00000184908.17	protein_coding	chr1	16043736	16057308	+
FAM131C	ENSG00000185519.8	protein_coding	chr1	16057769	16073632	-
EPHA2	ENSG00000142627.12	protein_coding	chr1	16124337	16156087	-
RP11-276H7.2	ENSG00000227959.1	antisense	chr1	16155211	16157329	+
RP11-276H7.3	ENSG00000224621.1	antisense	chr1	16159266	16161883	+
RP4-733M16.2	ENSG00000234166.1	antisense	chr1	16197854	16198357	+
ARHGEF19	ENSG00000142632.16	protein_coding	chr1	16197854	16212609	-
ANO7P1	ENSG00000237276.8	transcribed_unprocessed_pseudogene	chr1	16215909	16228027	-
RSG1	ENSG00000132881.11	protein_coding	chr1	16231700	16237162	-
MTL1	ENSG00000233929.1	processed_pseudogene	chr1	16241213	16241398	-
FBXO42	ENSG00000037637.10	protein_coding	chr1	16246839	16352454	-
SZRD1	ENSG00000055070.16	protein_coding	chr1	16352575	16398145	+
RP11-430L17.1	ENSG00000226457.1	processed_pseudogene	chr1	16369150	16369530	-
SPATA21	ENSG00000187144.11	protein_coding	chr1	16387117	16437424	-
NECAP2	ENSG00000157191.19	protein_coding	chr1	16440672	16460078	+
RP4-798A10.2	ENSG00000226029.1	lincRNA	chr1	16460948	16468481	+
CROCCP3	ENSG00000080947.14	transcribed_unprocessed_pseudogene	chr1	16467436	16499257	-
RNU1-1	ENSG00000206652.1	snRNA	chr1	16514122	16514285	-
RP4-798A10.7	ENSG00000261135.1	lincRNA	chr1	16514645	16515754	+
RP4-798A10.4	ENSG00000224174.2	lincRNA	chr1	16520694	16521796	+
RP5-875O13.1	ENSG00000233421.4	lincRNA	chr1	16533886	16536172	-
RNU1-6P	ENSG00000277344.1	snRNA	chr1	16534081	16534224	-
RP5-875O13.6	ENSG00000225710.1	unprocessed_pseudogene	chr1	16548651	16552531	-
NBPF1	ENSG00000219481.10	protein_coding	chr1	16562319	16613562	-
RP5-1182A14.5	ENSG00000271732.1	lincRNA	chr1	16617391	16617729	+
CROCCP2	ENSG00000215908.10	transcribed_unprocessed_pseudogene	chr1	16618253	16657232	-
RP5-1182A14.8	ENSG00000283773.1	transcribed_unprocessed_pseudogene	chr1	16642767	16643109	-
MST1P2	ENSG00000186301.8	unprocessed_pseudogene	chr1	16645622	16650289	+
RP1-163M9.8	ENSG00000282143.1	lincRNA	chr1	16656879	16667524	+
RNU1-3	ENSG00000207513.1	snRNA	chr1	16666785	16666948	-
RP5-875O13.7	ENSG00000280114.1	unprocessed_pseudogene	chr1	16681097	16688749	-
EIF1AP1	ENSG00000236698.1	processed_pseudogene	chr1	16685621	16686055	-
ESPNP	ENSG00000268869.5	transcribed_unprocessed_pseudogene	chr1	16687339	16720157	-
RP1-163M9.7	ENSG00000279151.1	lincRNA	chr1	16701546	16705594	+
RP5-1182A14.7	ENSG00000282740.1	lincRNA	chr1	16739938	16750589	-
CROCC	ENSG00000058453.16	protein_coding	chr1	16740273	16972979	+
RP1-163M9.5	ENSG00000227684.2	transcribed_unprocessed_pseudogene	chr1	16740280	16750968	+
RNU1-4	ENSG00000207389.1	snRNA	chr1	16740516	16740679	+
MST1L	ENSG00000186715.10	transcribed_unprocessed_pseudogene	chr1	16754910	16770237	-
RP11-108M9.1	ENSG00000223643.6	lincRNA	chr1	16851257	16853129	-
RP11-108M9.2	ENSG00000230239.1	unprocessed_pseudogene	chr1	16855407	16859284	+
MIR3675	ENSG00000263811.1	miRNA	chr1	16858949	16859021	-
RP11-108M9.3	ENSG00000228549.3	lincRNA	chr1	16870945	16874092	+
RNU1-5P	ENSG00000277234.1	snRNA	chr1	16873708	16873851	+
RP11-108M9.4	ENSG00000238142.1	lincRNA	chr1	16888538	16889649	-
RP11-108M9.5	ENSG00000235241.1	processed_pseudogene	chr1	16889095	16889602	+
RNU1-2	ENSG00000207005.1	snRNA	chr1	16895980	16896143	+
RP11-108M9.6	ENSG00000272426.1	lincRNA	chr1	16904339	16904776	-
MFAP2	ENSG00000117122.13	protein_coding	chr1	16974502	16980835	-
RP1-37C10.3	ENSG00000226526.1	antisense	chr1	16978926	17005091	+
ATP13A2	ENSG00000159363.17	protein_coding	chr1	16985958	17011928	-
SDHB	ENSG00000117118.9	protein_coding	chr1	17018722	17054170	-
PADI2	ENSG00000117115.12	protein_coding	chr1	17066761	17119435	-
RP11-380J14.1	ENSG00000204362.6	lincRNA	chr1	17189783	17197617	+
RP11-380J14.4	ENSG00000282843.1	lincRNA	chr1	17193232	17201733	-
PADI1	ENSG00000142623.9	protein_coding	chr1	17205126	17246005	+
PADI3	ENSG00000142619.4	protein_coding	chr1	17249098	17284233	+
MIR3972	ENSG00000266634.1	miRNA	chr1	17277889	17277975	+
PADI4	ENSG00000159339.13	protein_coding	chr1	17308195	17364004	+
PADI6	ENSG00000276747.1	protein_coding	chr1	17372196	17401699	+
RP1-20B21.4	ENSG00000227751.1	antisense	chr1	17406760	17407382	+
RCC2	ENSG00000179051.13	protein_coding	chr1	17406760	17439724	-
ARHGEF10L	ENSG00000074964.16	protein_coding	chr1	17539835	17697874	+
RP11-473A10.2	ENSG00000236648.1	lincRNA	chr1	17717687	17749978	+
ACTL8	ENSG00000117148.7	protein_coding	chr1	17755313	17827063	+
RP11-658E23.1	ENSG00000284653.1	lincRNA	chr1	18015712	18045612	+
RP11-174G17.2	ENSG00000261781.1	lincRNA	chr1	18065657	18074412	+
IGSF21	ENSG00000117154.11	protein_coding	chr1	18107746	18378483	+
RP11-174G17.3	ENSG00000280222.1	TEC	chr1	18109389	18115861	+
RP11-174G17	ENSG00000230035.2	antisense	chr1	18166929	18179346	-
RP11-422P22.1	ENSG00000225387.1	lincRNA	chr1	18385829	18388514	+
KLHDC7A	ENSG00000179023.8	protein_coding	chr1	18480982	18486126	+
RP1-8B22.1	ENSG00000235282.3	processed_pseudogene	chr1	18513118	18513383	+
RP1-8B22.2	ENSG00000225478.2	processed_pseudogene	chr1	18595414	18595636	+
PAX7	ENSG00000009709.11	protein_coding	chr1	18631006	18748866	+
TAS1R2	ENSG00000179002.5	protein_coding	chr1	18839599	18859682	-
RP13-279N23.2	ENSG00000255275.3	protein_coding	chr1	18849273	18921121	-
ALDH4A1	ENSG00000159423.16	protein_coding	chr1	18871430	18902781	-
MIR4695	ENSG00000265606.1	miRNA	chr1	18883202	18883275	-
MIR1290	ENSG00000221662.1	miRNA	chr1	18897071	18897148	-
IFFO2	ENSG00000169991.10	protein_coding	chr1	18904281	18956686	-
RP5-1126H10.2	ENSG00000272084.1	3prime_overlapping_ncRNA	chr1	19072110	19075511	-
UBR4	ENSG00000127481.14	protein_coding	chr1	19074506	19210276	-
RP1-43E13.2	ENSG00000230424.1	antisense	chr1	19210501	19240704	+
EMC1	ENSG00000127463.14	protein_coding	chr1	19215664	19251552	-
MRTO4	ENSG00000053372.4	protein_coding	chr1	19251539	19260128	+
AKR7L	ENSG00000211454.13	polymorphic_pseudogene	chr1	19265982	19274194	-
AKR7A3	ENSG00000162482.4	protein_coding	chr1	19282558	19289250	-
RP4-657E11.10	ENSG00000270728.1	processed_pseudogene	chr1	19297080	19297903	+
AKR7A2	ENSG00000053371.12	protein_coding	chr1	19303965	19312146	-
RNU6-1099P	ENSG00000200403.1	snRNA	chr1	19305076	19305182	-
PQLC2	ENSG00000040487.12	protein_coding	chr1	19312326	19329300	+
CAPZB	ENSG00000077549.17	protein_coding	chr1	19338776	19485539	-
RN7SL277P	ENSG00000240490.3	misc_RNA	chr1	19424384	19424671	+
RNU4-28P	ENSG00000201609.1	snRNA	chr1	19510593	19510733	+
RP5-1056L3.1	ENSG00000235185.1	antisense	chr1	19591802	19596832	-
MINOS1	ENSG00000173436.13	protein_coding	chr1	19596977	19629821	+
NBL1	ENSG00000158747.14	protein_coding	chr1	19596979	19658456	+
MINOS1-NBL1	ENSG00000270136.6	protein_coding	chr1	19597067	19656927	+
RP5-1056L3.3	ENSG00000226396.1	processed_pseudogene	chr1	19608114	19608568	+
HTR6	ENSG00000158748.3	protein_coding	chr1	19665287	19679562	+
TMCO4	ENSG00000162542.13	protein_coding	chr1	19682213	19799945	-
RNF186	ENSG00000178828.6	protein_coding	chr1	19814029	19815278	-
RP11-91K11.2	ENSG00000235434.1	antisense	chr1	19814367	19819502	+
OTUD3	ENSG00000169914.5	protein_coding	chr1	19882513	19912945	+
PLA2G2E	ENSG00000188784.4	protein_coding	chr1	19920009	19923617	-
RN7SL304P	ENSG00000242688.3	misc_RNA	chr1	19970969	19971269	+
PLA2G2A	ENSG00000188257.10	protein_coding	chr1	19975431	19980416	-
PLA2G5	ENSG00000127472.10	protein_coding	chr1	20028179	20091190	+
PLA2G2D	ENSG00000117215.14	protein_coding	chr1	20111939	20119566	-
PLA2G2F	ENSG00000158786.4	protein_coding	chr1	20139326	20150386	+
RP3-340N1.2	ENSG00000227066.1	lincRNA	chr1	20154338	20160568	+
PLA2G2C	ENSG00000187980.6	protein_coding	chr1	20161253	20177424	-
RP3-340N1.5	ENSG00000225986.1	antisense	chr1	20184242	20186486	-
UBXN10	ENSG00000162543.5	protein_coding	chr1	20186085	20196048	+
RP3-340N1.6	ENSG00000228105.1	lincRNA	chr1	20243095	20244655	+
RP3-340N1.7	ENSG00000284710.1	lincRNA	chr1	20272018	20275005	+
VWA5B1	ENSG00000158816.15	protein_coding	chr1	20290919	20354894	+
RP4-745E8.2	ENSG00000226664.1	antisense	chr1	20294211	20323187	-
RP4-749H3.1	ENSG00000236963.6	lincRNA	chr1	20360579	20431234	-
RP4-749H3.2	ENSG00000226487.1	lincRNA	chr1	20412304	20413253	-
RP4-749H3.4	ENSG00000284641.1	lincRNA	chr1	20476222	20478937	+
RP4-749H3.3	ENSG00000284743.1	lincRNA	chr1	20478779	20480397	-
CAMK2N1	ENSG00000162545.5	protein_coding	chr1	20482391	20486220	-
MUL1	ENSG00000090432.6	protein_coding	chr1	20499448	20508161	-
RP11-401M16.3	ENSG00000215520.3	processed_pseudogene	chr1	20525989	20526751	+
FAM43B	ENSG00000183114.7	protein_coding	chr1	20552439	20555010	+
CDA	ENSG00000158825.5	protein_coding	chr1	20588948	20618908	+
PINK1	ENSG00000158828.7	protein_coding	chr1	20633455	20651511	+
MIR6084	ENSG00000284005.1	miRNA	chr1	20633679	20633788	+
RP11-401M16.7	ENSG00000117242.7	antisense	chr1	20642657	20652193	-
DDOST	ENSG00000244038.9	protein_coding	chr1	20651767	20661544	-
KIF17	ENSG00000117245.12	protein_coding	chr1	20664014	20718017	-
RP5-930J4.5	ENSG00000235432.1	unprocessed_pseudogene	chr1	20692734	20694013	-
SH2D5	ENSG00000189410.11	protein_coding	chr1	20719732	20732837	-
RP5-930J4.2	ENSG00000233069.1	antisense	chr1	20732880	20733952	+
HP1BP3	ENSG00000127483.17	protein_coding	chr1	20742661	20787323	-
EIF4G3	ENSG00000075151.20	protein_coding	chr1	20806292	21176888	-
RNU7-200P	ENSG00000251914.1	snRNA	chr1	20841241	20841302	+
MIR1256	ENSG00000221808.1	miRNA	chr1	20988314	20988432	-
RP11-487E1.1	ENSG00000233072.1	processed_pseudogene	chr1	21003550	21003934	-
RP11-487E1.2	ENSG00000236073.2	processed_pseudogene	chr1	21073639	21073753	-
RP11-628K18.1	ENSG00000235112.1	processed_pseudogene	chr1	21161475	21162081	+
ECE1	ENSG00000117298.14	protein_coding	chr1	21217247	21345504	-
RP3-329E20.2	ENSG00000236936.1	antisense	chr1	21266082	21267251	+
RP5-1071N3.1	ENSG00000231105.1	antisense	chr1	21293290	21299774	+
RP11-560O15.1	ENSG00000236216.5	processed_pseudogene	chr1	21397987	21398362	+
RP11-293F5.8	ENSG00000228823.1	unprocessed_pseudogene	chr1	21411460	21413293	-
RP11-293F5.1	ENSG00000236009.1	lincRNA	chr1	21415898	21417492	+
RP11-293F5.2	ENSG00000227001.3	unprocessed_pseudogene	chr1	21424625	21427967	-
HS6ST1P	ENSG00000187952.9	processed_pseudogene	chr1	21428303	21429536	+
RP11-293F5.4	ENSG00000186543.7	unprocessed_pseudogene	chr1	21434318	21437558	+
NBPF3	ENSG00000142794.18	protein_coding	chr1	21440128	21485005	+
RP11-293F5.6	ENSG00000176378.8	processed_pseudogene	chr1	21459756	21460082	-
ALPL	ENSG00000162551.13	protein_coding	chr1	21509372	21578412	+
RP11-63N8.3	ENSG00000233431.1	antisense	chr1	21586472	21591187	+
RAP1GAP	ENSG00000076864.19	protein_coding	chr1	21596215	21669363	-
